Player,Salary,Year
Roshown McLeod,"$3,455,000",1999
Mirsad Turkcan,"$3,428,000",1999
Jerome Williams,"$3,413,000",1999
John Thomas,"$3,333,000",1999
Keith Askins,"$3,300,000",1999
Priest Lauderdale,"$3,290,000",1999
Pete Chilcutt,"$3,244,000",1999
Jacque Vaughn,"$3,200,000",1999
Keith Booth,"$3,200,000",1999
Brian Evans,"$3,164,000",1999
Ricky Davis,"$3,133,000",1999
Marty Conlon,"$3,068,000",1999
Dwayne Schintzius,"$3,054,000",1999
Brian Skinner,"$3,030,000",1999
Hubert Davis,"$3,000,000",1999
Rodrick Rhodes,"$3,000,000",1999
Ruben Patterson,"$3,000,000",1999
Oliver Miller,"$3,000,000",1999
Jon Barry,"$3,000,000",1999
Doug Overton,"$2,977,000",1999
Felipe Lopez,"$2,975,000",1999
Fred Hoiberg,"$2,915,000",1999
Greg Foster,"$2,900,000",1999
Lawrence Funderburke,"$2,842,000",1999
Aaron Williams,"$2,837,000",1999
Sam Jacobson,"$2,800,000",1999
Michael Curry,"$2,800,000",1999
Sam Mack,"$2,780,000",1999
Vladimir Stepania,"$2,750,000",1999
Al Harrington,"$2,742,500",1999
Corey Benjamin,"$2,742,000",1999
Negele Knight,"$2,700,000",1999
Mitchell Butler,"$2,650,000",1999
Charles Shackleford,"$2,594,000",1999
Eric Riley,"$2,562,000",1999
Nazr Mohammed,"$2,520,000",1999
Eric Washington,"$2,500,000",1999
Bruce Bowen,"$2,500,000",1999
Craig Ehlo,"$2,477,000",1999
Corliss Williamson,"$2,472,000",1999
Marcus Brown,"$2,460,000",1999
Anthony Miller,"$2,420,000",1999
Jeff Sanders,"$2,400,000",1999
Gheorghe Muresan,"$2,400,000",1999
Loren Meyer,"$2,400,000",1999
David Vaughn,"$2,381,000",1999
Malik Rose,"$2,380,000",1999
Horacio Llamas Grey,"$2,353,000",1999
Ben Davis,"$2,350,000",1999
Corey Beck,"$2,337,500",1999
Mark Hendrickson,"$2,320,000",1999
Jamie Feick,"$2,254,000",1999
Reggie Slater,"$2,240,000",1999
Mark Pope,"$2,238,000",1999
Chris Robinson,"$2,200,000",1999
John Coker,"$2,200,000",1999
Jeff McInnis,"$2,180,000",1999
Andrew Gaze,"$2,162,500",1999
Michael Hawkins,"$2,162,500",1999
Marko Milic,"$2,160,000",1999
Drew Barry,"$2,160,000",1999
Moochie Norris,"$2,150,000",1999
Rick Brunson,"$2,145,000",1999
Adonis Jordan,"$2,107,000",1999
DeJuan Wheat,"$2,100,000",1999
Rusty Larue,"$2,100,000",1999
William Cunningham,"$2,050,000",1999
Chris Crawford,"$2,050,000",1999
Charles O'Bannon,"$2,040,000",1999
Bubba Wells,"$2,033,000",1999
Jerald Honeycutt,"$2,000,000",1999
Randell Jackson,"$2,000,000",1999
Paul Rogers,"$2,000,000",1999
Sean Marks,"$2,000,000",1999
Brandon Williams,"$2,000,000",1999
Gerard King,"$1,940,000",1999
Jerome James,"$1,923,000",1999
Nikita Morgunov,"$1,920,000",1999
Toby Bailey,"$1,900,000",1999
Gerald Brown,"$1,856,000",1999
Randy Livingston,"$1,785,000",1999
Casey Shaw,"$1,774,000",1999
Miles Simon,"$1,762,000",1999
Jonathan Kerner,"$1,760,000",1999
Rashard Lewis,"$1,760,000",1999
Jelani McCoy,"$1,750,000",1999
Trevor Winter,"$1,750,000",1999
Andrae Patterson,"$1,750,000",1999
Makhtar N'Diaye,"$1,750,000",1999
J.R. Henderson,"$1,750,000",1999
Tyronn Lue,"$1,750,000",1999
Tyrone Nesby,"$1,750,000",1999
Troy Hudson,"$1,750,000",1999
Mate Skelin,"$1,750,000",1999
Cuttino Mobley,"$1,750,000",1999
Korleone Young,"$1,750,000",1999
Kelly McCarty,"$1,750,000",1999
Bruno Sundov,"$1,750,000",1999
Ansu Sesay,"$1,725,000",1999
Ryan Stack,"$1,701,000",1999
Earl Boykins,"$1,680,000",1999
Cory Carr,"$1,680,000",1999
Charles Jones,"$1,670,000",1999
Kornel David,"$1,657,000",1999
Brad Miller,"$1,650,000",1999
Marlon Garnett,"$1,650,000",1999
