Player,Salary,Year
Willie Burton,"$1,690,000",1996
Eric Anderson,"$1,690,000",1996
Anthony Tucker,"$1,680,000",1996
Marques Bragg,"$1,673,000",1996
Ron Grandison,"$1,658,000",1996
Trevor Ruffin,"$1,650,000",1996
Rodney Dent,"$1,650,000",1996
Derrick Phelps,"$1,622,000",1996
Chris King,"$1,613,000",1996
Ashraf Amaya,"$1,602,000",1996
Rich Manning,"$1,601,000",1996
Fred Roberts,"$1,600,000",1996
Reggie Jordan,"$1,600,000",1996
Adrian Caldwell,"$1,600,000",1996
Dwayne Schintzius,"$1,595,000",1996
Earl Cureton,"$1,570,000",1996
Tim Breaux,"$1,565,000",1996
Eldridge Recasner,"$1,550,000",1996
Steve Bardo,"$1,550,000",1996
Greg Grant,"$1,540,000",1996
Steve Colter,"$1,540,000",1996
Joe Courtney,"$1,532,000",1996
Jack Haley,"$1,525,000",1996
Darrin Hancock,"$1,500,000",1996
Robert Werdann,"$1,500,000",1996
Larry Sykes,"$1,495,000",1996
Todd Mundt,"$1,493,000",1996
Ennis Whatley,"$1,474,000",1996
Matt Bullard,"$1,470,000",1996
Tyus Edney,"$1,466,000",1996
Martin Lewis,"$1,455,000",1996
Clint McDaniel,"$1,450,000",1996
John Coker,"$1,450,000",1996
Chris Carr,"$1,450,000",1996
Eric Snow,"$1,444,000",1996
Jerome Allen,"$1,430,000",1996
Mark Davis,"$1,425,000",1996
Terrence Rencher,"$1,350,000",1996
Frankie King,"$1,345,000",1996
Logan Vander Velden,"$1,343,000",1996
Fred Hoiberg,"$1,340,000",1996
Alvin Heggs,"$1,340,000",1996
Rodney Zimmerman,"$1,330,000",1996
Lou Roe,"$1,328,000",1996
Don Reid,"$1,313,000",1996
Rastko Cvetkovic,"$1,310,000",1996
Gerald Madkins,"$1,304,000",1996
John Amaechi,"$1,300,000",1996
Donny Marshall,"$1,300,000",1996
Charles Claxton,"$1,300,000",1996
Kevin Salvadori,"$1,300,000",1996
Rich King,"$1,268,000",1996
Geert Hammink,"$1,265,000",1996
Chris Whitney,"$1,240,000",1996
Mark Strickland,"$1,232,000",1996
Kurt Rambis,"$1,200,000",1996
Kareem Townes,"$1,200,000",1996
Gerard King,"$1,200,000",1996
Grady Livingston,"$1,184,000",1996
Nate Higgs,"$1,177,000",1996
