Player,Salary,Year
Earl Clark,"$7,500,000",2013
Quincy Pondexter,"$7,372,200",2013
Aleksandar Pavlovic,"$7,258,960",2013
Leandro Barbosa,"$7,258,960",2013
Roger Mason,"$7,258,960",2013
Marquis Daniels,"$7,226,891",2013
Royal Ivey,"$7,200,000",2013
Damien Wilkins,"$7,180,000",2013
Delonte West,"$7,000,000",2013
Lazar Hayward,"$6,890,056",2013
John Jenkins,"$6,764,045",2013
Jordan Crawford,"$6,700,000",2013
Dominic McGuire,"$6,687,400",2013
MarShon Brooks,"$6,680,000",2013
Greivis Vasquez,"$6,505,320",2013
Christian Eyenga,"$6,500,000",2013
Jared Cunningham,"$6,500,000",2013
Jordan Hamilton,"$6,457,255",2013
Ronnie Price,"$6,400,000",2013
Ronny Turiaf,"$6,100,000",2013
Nate Robinson,"$6,091,363",2013
JaJuan Johnson,"$6,000,000",2013
Norris Cole,"$6,000,000",2013
Josh Howard,"$6,000,000",2013
Tony Wroten,"$6,000,000",2013
Cory Joseph,"$5,930,415",2013
Jimmy Butler,"$5,915,880",2013
Patrick Mills,"$5,820,416",2013
Miles Plumlee,"$5,800,000",2013
Ronnie Brewer,"$5,799,625",2013
Ryan Hollins,"$5,750,000",2013
Luke Harangody,"$5,750,000",2013
DeJuan Blair,"$5,750,000",2013
Arnett Moultrie,"$5,580,000",2013
Devin Ebanks,"$5,530,080",2013
Perry Jones,"$5,486,250",2013
Festus Ezeli,"$5,293,080",2013
Mickael Pietrus,"$5,251,824",2013
Jon Brockman,"$5,250,000",2013
Kyle Singler,"$5,248,750",2013
Brandan Wright,"$5,225,952",2013
Kelenna Azubuike,"$5,144,280",2013
CJ Watson,"$5,000,000",2013
Ishmael Smith,"$5,000,000",2013
Gary Neal,"$5,000,000",2013
Ivan Johnson,"$5,000,000",2013
Chase Budinger,"$5,000,000",2013
Darius Morris,"$5,000,000",2013
Cartier Martin,"$5,000,000",2013
Anthony Tolliver,"$5,000,000",2013
Lance Stephenson,"$5,000,000",2013
James Anderson,"$5,000,000",2013
Chandler Parsons,"$5,000,000",2013
AJ Price,"$4,947,840",2013
DeMarre Carroll,"$4,899,293",2013
Alan Anderson,"$4,794,192",2013
Hasheem Thabeet,"$4,792,332",2013
Marquis Teague,"$4,753,320",2013
James White,"$4,640,000",2013
Will Conroy,"$4,602,720",2013
Dexter Pittman,"$4,600,000",2013
Matt Barnes,"$4,590,338",2013
Jeff Ayres,"$4,500,000",2013
Keith Bogans,"$4,500,000",2013
Tyler Honeycutt,"$4,500,000",2013
Draymond Green,"$4,493,000",2013
Brad Miller,"$4,443,360",2013
Mike James,"$4,285,560",2013
Kyle O'Quinn,"$4,250,000",2013
Isaiah Thomas,"$4,200,000",2013
PJ Tucker,"$4,133,280",2013
Charles Jenkins,"$4,106,000",2013
E'Twaun Moore,"$4,060,000",2013
Justin Harper,"$4,054,055",2013
Daniel Orton,"$4,020,000",2013
DeAndre Liggins,"$4,006,080",2013
Lance Thomas,"$4,000,000",2013
Malcolm Lee,"$4,000,000",2013
Jon Leuer,"$4,000,000",2013
Trey Thompkins,"$4,000,000",2013
Greg Smith,"$4,000,000",2013
Julyan Stone,"$4,000,000",2013
Josh Selby,"$4,000,000",2013
Cory Higgins,"$4,000,000",2013
Jeremy Tyler,"$4,000,000",2013
Shelvin Mack,"$4,000,000",2013
Sam Young,"$4,000,000",2013
Jannero Pargo,"$3,958,742",2013
Quincy Acy,"$3,944,000",2013
Jeff Adrien,"$3,941,000",2013
Doron Lamb,"$3,880,800",2013
Jae Crowder,"$3,750,000",2013
Garrett Temple,"$3,750,000",2013
Will Barton,"$3,741,120",2013
Orlando Johnson,"$3,726,600",2013
Jeffery Taylor,"$3,680,000",2013
Chris Johnson,"$3,630,000",2013
Kevin Murphy,"$3,602,675",2013
Luke Zeller,"$3,600,000",2013
Diante Garrett,"$3,524,880",2013
DeQuan Jones,"$3,500,000",2013
Pablo Prigioni,"$3,500,000",2013
Chris Copeland,"$3,500,000",2013
Darius Miller,"$3,500,000",2013
Brian Roberts,"$3,500,000",2013
Robert Sacre,"$3,500,000",2013
Ben Hansbrough,"$3,500,000",2013
Kent Bazemore,"$3,500,000",2013
Khris Middleton,"$3,500,000",2013
Kim English,"$3,480,000",2013
Quincy Miller,"$3,374,640",2013
Bernard James,"$3,374,640",2013
Tornike Shengelia,"$3,344,250",2013
Tyshawn Taylor,"$3,300,000",2013
Mike Scott,"$3,294,960",2013
Mickael Gelabale,"$3,243,000",2013
Kenyon Martin,"$3,217,680",2013
Jordan Williams,"$3,179,493",2013
Kevin Jones,"$3,158,000",2013
Juwan Howard,"$3,135,000",2013
Josh Harrellson,"$3,135,000",2013
Samardo Samuels,"$3,120,000",2013
Earl Barron,"$3,101,326",2013
Maalik Wayns,"$3,100,000",2013
Jarvis Varnado,"$3,090,000",2013
Terrel Harris,"$3,090,000",2013
Donald Sloan,"$3,090,000",2013
Micheal Eric,"$3,065,040",2013
Patrick Beverley,"$3,055,259",2013
Terrence Williams,"$3,017,943",2013
Travis Leslie,"$3,007,920",2013
Shavlik Randolph,"$3,006,217",2013
DJ White,"$3,000,000",2013
Aron Baynes,"$3,000,000",2013
Dionte Christmas,"$3,000,000",2013
Troy Murphy,"$3,000,000",2013
Scott Machado,"$3,000,000",2013
Kris Joseph,"$2,958,444",2013
Darius Johnson-Odom,"$2,947,800",2013
Malcolm Thomas,"$2,929,332",2013
DaJuan Summers,"$2,900,000",2013
Chris Quinn,"$2,900,000",2013
Tim Ohlbrecht,"$2,812,006",2013
Tracy McGrady,"$2,806,452",2013
Justin Holiday,"$2,798,040",2013
Chris Douglas-Roberts,"$2,794,621",2013
Solomon Jones,"$2,755,560",2013
Jerel McNeal,"$2,709,720",2013
Damion James,"$2,706,940",2013
Andrew Goudelock,"$2,674,851",2013
Justin Dentmon,"$2,575,000",2013
Josh Akognon,"$2,574,120",2013
Eddy Curry,"$2,563,320",2013
