Player,Salary,Year
Isaiah Thomas,"$8,600,000",2022
Terry Taylor,"$8,526,316",2022
Mamadi Diakite,"$8,510,000",2022
Caleb Martin,"$8,449,074",2022
Brad Wanamaker,"$8,376,286",2022
Luke Kornet,"$8,326,471",2022
Wayne Selden,"$8,280,351",2022
Gary Clark,"$8,231,760",2022
Ryan Arcidiacono,"$8,207,518",2022
Trendon Watford,"$8,200,000",2022
Patrick Patterson,"$8,133,334",2022
Devontae Cacok,"$8,075,160",2022
Admiral Schofield,"$7,775,400",2022
Ishmail Wainright,"$7,622,467",2022
Shaun Livingston,"$7,568,743",2022
Malik Fitts,"$7,518,518",2022
Sam Hauser,"$7,500,000",2022
Greg Monroe,"$7,500,000",2022
Amir Coffey,"$7,422,000",2022
Joe Wieskamp,"$7,310,000",2022
Keifer Sykes,"$7,280,400",2022
Haywood Highsmith,"$7,040,880",2022
Nik Stauskas,"$7,020,000",2022
Davon Reed,"$7,000,000",2022
Wenyen Gabriel,"$7,000,000",2022
Skylar Mays,"$6,920,027",2022
Georgios Kalaitzakis,"$6,803,190",2022
RJ Nembhard,"$6,720,720",2022
Chris Silva,"$6,592,920",2022
Trent Forrest,"$6,500,000",2022
Kessler Edwards,"$6,431,666",2022
Cassius Winston,"$6,395,160",2022
Joel Ayayi,"$6,350,000",2022
Justin Champagnie,"$6,349,671",2022
David Johnson,"$6,104,280",2022
Neemias Queta,"$6,006,420",2022
Keljin Blevins,"$5,988,000",2022
Ignas Brazdeikis,"$5,890,000",2022
Jericho Sims,"$5,890,000",2022
Nathan Knight,"$5,890,000",2022
McKinley Wright,"$5,845,978",2022
Sandro Mamukelashvili,"$5,837,760",2022
Yves Pons,"$5,573,333",2022
Jay Scrubb,"$5,572,680",2022
Chris Chiozza,"$5,557,725",2022
Sean Chris Smith,"$5,495,532",2022
Jamorko Pickett,"$5,466,360",2022
Markus Howard,"$5,421,493",2022
Tyler Cook,"$5,348,280",2022
Arnoldas Kulboka,"$5,333,334",2022
Scottie Lewis,"$5,317,430",2022
David Duke,"$5,275,491",2022
Brodric Thomas,"$5,258,735",2022
Sharife Cooper,"$5,256,308",2022
Justin Anderson,"$5,214,583",2022
Theo Pinson,"$5,200,000",2022
Charlie Brown,"$5,178,572",2022
Tim Frazier,"$5,170,564",2022
James Ennis,"$5,105,160",2022
Langston Galloway,"$5,007,840",2022
Kyle Guy,"$5,005,350",2022
Sam Dekker,"$5,000,000",2022
Quinndary Weatherspoon,"$5,000,000",2022
Brandon Goodwin,"$5,000,000",2022
Malcolm Hill,"$5,000,000",2022
Louis King,"$5,000,000",2022
DJ Wilson,"$4,997,424",2022
Shaquille Harrison,"$4,916,160",2022
Justin Jackson,"$4,910,000",2022
Jeff Dowtin,"$4,910,000",2022
Paul Watson,"$4,878,049",2022
Trevelin Queen,"$4,736,102",2022
Myles Powell,"$4,692,840",2022
Jontay Porter,"$4,675,830",2022
Mason Jones,"$4,670,160",2022
Eugene Omoruyi,"$4,650,000",2022
Brandon Knight,"$4,629,630",2022
Justin Robinson,"$4,603,200",2022
Ja'Vonte Smart,"$4,500,000",2022
Mychal Mulder,"$4,500,000",2022
Tyler Johnson,"$4,500,000",2022
Zylan Cheatham,"$4,458,000",2022
Cassius Stanley,"$4,447,896",2022
Devon Dotson,"$4,437,000",2022
Marcus Garrett,"$4,373,040",2022
Lindell Wigginton,"$4,347,600",2022
Jay Huff,"$4,347,600",2022
Olivier Sarr,"$4,253,357",2022
Aaron Henry,"$4,235,160",2022
Freddie Gillespie,"$4,224,186",2022
JaQuori McLaughlin,"$4,220,083",2022
Rayjon Tucker,"$4,215,120",2022
Petr Cornelie,"$4,154,400",2022
Tacko Fall,"$4,107,149",2022
Juwan Morgan,"$4,087,904",2022
Damyean Dotson,"$4,054,695",2022
Xavier Moon,"$4,050,000",2022
Tyrone Wallace,"$4,023,600",2022
Tremont Waters,"$4,004,280",2022
Jaylen Hoard,"$4,000,000",2022
Norvel Pelle,"$4,000,000",2022
Reggie Perry,"$4,000,000",2022
Devin Cannady,"$3,980,551",2022
Brandon Williams,"$3,946,800",2022
DeJon Jarreau,"$3,940,184",2022
Moses Wright,"$3,938,818",2022
Matt Mooney,"$3,902,439",2022
Dakota Mathias,"$3,822,240",2022
Daulton Hommes,"$3,804,360",2022
Grant Riller,"$3,799,131",2022
Lindy Waters III,"$3,768,342",2022
Anthony Tolliver,"$3,749,400",2022
Darren Collison,"$3,732,000",2022
Ersan Ilyasova,"$3,661,976",2022
Joe Johnson,"$3,631,200",2022
CJ Miles,"$3,562,200",2022
Chaundee Brown,"$3,500,000",2022
Xavier Sneed,"$3,500,000",2022
Mario Chalmers,"$3,449,400",2022
Anthony Lamb,"$3,383,640",2022
Braxton Key,"$3,355,239",2022
Troy Williams,"$3,300,000",2022
Feron Hunt,"$3,300,000",2022
Mac McClung,"$3,277,080",2022
Matt Ryan,"$3,277,080",2022
Emmanuel Mudiay,"$3,261,480",2022
Paris Bass,"$3,214,680",2022
Hassani Gravett,"$3,169,348",2022
Carlik Jones,"$3,150,000",2022
Cheick Diallo,"$3,113,160",2022
Jordan Bell,"$3,100,000",2022
DJ Stewart,"$3,098,400",2022
Nate Hinton,"$3,053,760",2022
Jaylen Morris,"$3,000,000",2022
BJ Johnson,"$3,000,000",2022
Scotty Hopson,"$2,957,520",2022
Justin James,"$2,901,240",2022
DaQuan Jeffries,"$2,844,429",2022
Derrick Walton,"$2,840,160",2022
Demetrius Jackson,"$2,824,320",2022
Emanuel Terry,"$2,770,560",2022
Jemerrio Jones,"$2,726,880",2022
George King,"$2,711,280",2022
Malik Newman,"$2,692,991",2022
Chris Clemons,"$2,659,680",2022
Cameron Oliver,"$2,641,691",2022
Jared Harper,"$2,641,691",2022
Gabriel Lundberg,"$2,641,691",2022
Jaime Echenique,"$2,641,691",2022
Craig Sword,"$2,641,691",2022
Jordan Goodwin,"$2,641,691",2022
Jordan Schakel,"$2,641,691",2022
Ade Murkey,"$2,641,691",2022
Jarron Cumberland,"$2,641,691",2022
Cameron McGriff,"$2,641,691",2022
MJ Walker,"$2,641,691",2022
Aleem Ford,"$2,641,691",2022
Rob Edwards,"$2,641,691",2022
Tyler Hall,"$2,641,691",2022
Javin DeLaurier,"$2,617,800",2022
Aric Holman,"$2,602,920",2022
Jon Teske,"$2,553,240",2022
Shaq Buchanan,"$2,513,040",2022
Ahmad Caver,"$2,500,000",2022
Jaysean Paige,"$2,498,760",2022
Micah Potter,"$2,451,240",2022
Trayvon Palmer,"$2,412,840",2022
Tre Scott,"$2,401,537",2022
Justin Tillman,"$2,401,537",2022
Malik Ellison,"$2,401,537",2022
Anthony Barber,"$2,401,537",2022
Luca Vildoza,"$2,389,641",2022
Zavier Simpson,"$2,389,641",2022
Mfiondu Kabengele,"$2,389,641",2022
