Player,Salary,Year
Maurice Ndour,"$5,229,454",2017
Marshall Plumlee,"$5,207,722",2017
Ron Baker,"$5,200,000",2017
Cheick Diallo,"$5,020,145",2017
Rodney McGruder,"$5,000,000",2017
Diamond Stone,"$5,000,000",2017
Chinanu Onuaku,"$5,000,000",2017
Kyle Wiltjer,"$5,000,000",2017
Patrick McCaw,"$5,000,000",2017
Dorian Finney-Smith,"$5,000,000",2017
Nicolas Brussino,"$4,863,206",2017
Kay Felder,"$4,837,500",2017
Treveon Graham,"$4,837,500",2017
Chasson Randle,"$4,826,160",2017
Arinze Onuaku,"$4,823,621",2017
Yogi Ferrell,"$4,788,840",2017
Johnny O'Bryant,"$4,743,000",2017
Aaron Harrison,"$4,625,000",2017
Okaro White,"$4,583,450",2017
Isaiah Taylor,"$4,540,525",2017
Norris Cole,"$4,384,490",2017
Ben Bentil,"$4,351,320",2017
Jarell Eddie,"$4,347,826",2017
Yi Jianlian,"$4,317,720",2017
Elliot Williams,"$4,276,320",2017
Lamar Patterson,"$4,264,057",2017
Jordan Crawford,"$4,227,996",2017
Nicolas Laprovittola,"$4,096,950",2017
Reggie Williams,"$4,008,882",2017
Pierre Jackson,"$4,000,000",2017
Brandon Paul,"$4,000,000",2017
Shawn Long,"$4,000,000",2017
Jarnell Stokes,"$4,000,000",2017
Robbie Hummel,"$4,000,000",2017
Mike Tobey,"$3,940,320",2017
Patricio Garino,"$3,918,750",2017
Jarrod Uthoff,"$3,909,840",2017
Marcus Paige,"$3,872,520",2017
Manny Harris,"$3,800,000",2017
Ray McCallum,"$3,750,000",2017
Wayne Selden,"$3,678,319",2017
Isaiah Cousins,"$3,617,978",2017
JP Tokoto,"$3,578,880",2017
Stefan Jankovic,"$3,573,020",2017
Egidijus Mockevicius,"$3,551,160",2017
Quinn Cook,"$3,533,333",2017
Marcus Georges-Hunt,"$3,527,920",2017
Jordan Farmar,"$3,517,200",2017
Prince Ibeh,"$3,500,000",2017
Quincy Ford,"$3,500,000",2017
Henry Sims,"$3,500,000",2017
Ryan Arcidiacono,"$3,488,000",2017
Kaleb Tarczewski,"$3,386,597",2017
Keith Benson,"$3,336,000",2017
Alex Poythress,"$3,333,333",2017
David Nwaba,"$3,333,333",2017
Gary Neal,"$3,332,940",2017
Kyle Collinsworth,"$3,267,120",2017
Thomas Walkup,"$3,251,227",2017
James Webb,"$3,241,800",2017
Zach Auguste,"$3,219,579",2017
Brady Heslip,"$3,210,840",2017
EJ Singler,"$3,200,000",2017
Dionte Christmas,"$3,183,526",2017
Anthony Barber,"$3,149,524",2017
Alex Caruso,"$3,140,517",2017
Julyan Stone,"$3,094,013",2017
Elgin Cook,"$3,046,299",2017
Scott Wood,"$3,000,000",2017
DJ Kennedy,"$3,000,000",2017
Nate Wolters,"$2,995,420",2017
Damion Lee,"$2,993,040",2017
Matt Costello,"$2,969,880",2017
Beau Beech,"$2,965,505",2017
Phil Pressey,"$2,941,440",2017
Nikola Jovanovic,"$2,898,000",2017
Tony Wroten,"$2,898,000",2017
Nick Zeisloft,"$2,898,000",2017
Jalen Jones,"$2,898,000",2017
