Player,Salary,Year
Jason Maxiell,"$6,250,000",2007
Shannon Brown,"$6,120,000",2007
Beno Udrih,"$6,093,750",2007
David Harrison,"$5,883,600",2007
Anderson Varejao,"$5,883,600",2007
Linas Kleiza,"$5,883,600",2007
Jordan Farmar,"$5,883,600",2007
Wayne Simien,"$5,883,600",2007
DeShawn Stevenson,"$5,850,000",2007
Sean Marks,"$5,828,090",2007
David Lee,"$5,800,000",2007
Mario Kasun,"$5,746,000",2007
Sergio Rodriguez,"$5,633,037",2007
Maurice Ager,"$5,603,000",2007
Mardy Collins,"$5,525,000",2007
DerMarr Johnson,"$5,525,000",2007
Boniface N'Dong,"$5,525,000",2007
Alex Acker,"$5,500,000",2007
James White,"$5,400,000",2007
Pat Burke,"$5,400,000",2007
Mickael Gelabale,"$5,400,000",2007
Mile Ilic,"$5,400,000",2007
Mike Wilks,"$5,400,000",2007
Smush Parker,"$5,400,000",2007
James Lang,"$5,400,000",2007
Linton Johnson,"$5,393,300",2007
Quinton Ross,"$5,329,555",2007
Matt Barnes,"$5,259,000",2007
Dajuan Wagner,"$5,252,065",2007
Ronald Dupree,"$5,218,622",2007
Jamal Sampson,"$5,215,000",2007
Roger Mason,"$5,215,000",2007
Pape Sow,"$5,215,000",2007
Ime Udoka,"$5,215,000",2007
Ha Seung-Jin,"$5,215,000",2007
Charlie Bell,"$5,215,000",2007
Earl Barron,"$5,182,074",2007
Maceo Baston,"$5,117,880",2007
Josh Powell,"$4,875,000",2007
Andre Barrett,"$4,806,720",2007
Royal Ivey,"$4,800,000",2007
Salim Stoudamire,"$4,694,041",2007
John Lucas,"$4,665,960",2007
Andre Owens,"$4,587,508",2007
James Singleton,"$4,571,428",2007
Solomon Jones,"$4,550,000",2007
Donell Taylor,"$4,501,200",2007
Andray Blatche,"$4,500,000",2007
CJ Miles,"$4,500,000",2007
Ronnie Price,"$4,400,000",2007
Louis Williams,"$4,400,000",2007
Travis Diener,"$4,350,000",2007
Brandon Bass,"$4,300,560",2007
Bracey Wright,"$4,296,000",2007
Lynn Greer,"$4,235,220",2007
Ersan Ilyasova,"$4,214,241",2007
Lawrence Roberts,"$4,200,000",2007
Ronny Turiaf,"$4,174,800",2007
Daniel Ewing,"$4,150,000",2007
Rawle Marshall,"$4,100,000",2007
Orien Greene,"$4,050,000",2007
Chuck Hayes,"$4,027,320",2007
Monta Ellis,"$4,018,182",2007
Chris Taft,"$4,000,000",2007
Amir Johnson,"$4,000,000",2007
Dwayne Jones,"$4,000,000",2007
Martynas Andriuskevicius,"$4,000,000",2007
Ryan Gomes,"$3,950,000",2007
Esteban Batista,"$3,884,678",2007
Stanislav Medvedenko,"$3,862,080",2007
Paul Millsap,"$3,841,443",2007
Steve Novak,"$3,840,000",2007
Pavel Podkolzin,"$3,750,000",2007
Arvydas Macijauskas,"$3,750,000",2007
Leon Powe,"$3,749,040",2007
Roger Powell,"$3,674,584",2007
Brian Chase,"$3,672,414",2007
Dee Brown,"$3,650,000",2007
Uros Slokar,"$3,616,680",2007
PJ Tucker,"$3,600,000",2007
Bobby Jones,"$3,525,000",2007
James Augustine,"$3,500,000",2007
Marcus Vinicius,"$3,500,000",2007
Craig Smith,"$3,491,768",2007
David Noel,"$3,481,920",2007
Damir Markota,"$3,380,160",2007
Robert Hite,"$3,348,000",2007
Chris Quinn,"$3,315,000",2007
Tarence Kinsey,"$3,303,813",2007
Alexander Johnson,"$3,260,760",2007
Paul Davis,"$3,250,000",2007
Will Blalock,"$3,240,000",2007
Ivan McFarlin,"$3,196,050",2007
Yakhouba Diawara,"$3,196,050",2007
Jose Juan Barea,"$3,192,628",2007
Pops Mensah-Bonsu,"$3,153,120",2007
Daniel Gibson,"$3,100,000",2007
Ryan Hollins,"$3,100,000",2007
Hassan Adams,"$3,060,840",2007
Allan Ray,"$3,024,000",2007
Cedric Bozeman,"$3,024,000",2007
Jared Reiner,"$3,000,000",2007
Junior Harrington,"$3,000,000",2007
Peter John Ramos,"$3,000,000",2007
Kelenna Azubuike,"$2,952,840",2007
Loren Woods,"$2,950,000",2007
Desmon Farmer,"$2,929,467",2007
Anthony Roberson,"$2,900,000",2007
Justin Williams,"$2,880,000",2007
Stephen Graham,"$2,863,920",2007
Andre Brown,"$2,800,000",2007
Juaquin Hawkins,"$2,793,103",2007
Jeremy Richardson,"$2,780,160",2007
Howard Eisley,"$2,753,218",2007
Steven Smith,"$2,750,000",2007
Andreas Glyniadakis,"$2,700,000",2007
Chris McCray,"$2,700,000",2007
Doug Christie,"$2,696,956",2007
Mike Gansey,"$2,681,880",2007
Zoran Planinic,"$2,650,000",2007
Matt Freije,"$2,640,000",2007
Mike Hall,"$2,625,698",2007
Pat Carroll,"$2,614,440",2007
Alan Anderson,"$2,564,127",2007
Sergey Monya,"$2,550,000",2007
Paul Miller,"$2,537,880",2007
Jimmie Hunter,"$2,535,260",2007
Ndudi Ebi,"$2,510,000",2007
Dijon Thompson,"$2,501,070",2007
Robert Whaley,"$2,500,000",2007
Daniel Horton,"$2,500,000",2007
Jefferson Sobral,"$2,448,240",2007
Vincent Grier,"$2,425,878",2007
Kevin Burleson,"$2,395,200",2007
Luke Schenscher,"$2,333,334",2007
Kevin Pittsnogle,"$2,325,000",2007
Will Conroy,"$2,250,000",2007
Casey Jacobsen,"$2,242,290",2007
Von Wafer,"$2,210,000",2007
