Player,Salary,Year
Horace Grant,"$6,266,666",2004
Bryon Russell,"$6,250,000",2004
Olden Polynice,"$6,204,000",2004
Kenny Anderson,"$6,187,500",2004
Popeye Jones,"$6,187,500",2004
Calbert Cheaney,"$6,187,500",2004
Kendall Gill,"$6,030,000",2004
Dahntay Jones,"$5,987,500",2004
Qyntel Woods,"$5,843,750",2004
Boris Diaw,"$5,800,000",2004
Casey Jacobsen,"$5,750,000",2004
Monty Williams,"$5,715,000",2004
Stephen Jackson,"$5,692,500",2004
Dion Glover,"$5,687,500",2004
Brandon Armstrong,"$5,676,091",2004
Zoran Planinic,"$5,625,000",2004
Efthimios Rentzias,"$5,600,000",2004
Tayshaun Prince,"$5,540,000",2004
Robert Pack,"$5,500,000",2004
Andrei Kirilenko,"$5,500,000",2004
Mark Blount,"$5,500,000",2004
Travis Outlaw,"$5,473,684",2004
Gary Trent,"$5,446,800",2004
Fred Hoiberg,"$5,445,600",2004
Travis Best,"$5,445,600",2004
Gerald Wallace,"$5,445,600",2004
Brian Cook,"$5,445,600",2004
Frank Williams,"$5,445,600",2004
Rod Strickland,"$5,428,602",2004
Samuel Dalembert,"$5,400,000",2004
Mitchell Butler,"$5,394,125",2004
John Salmons,"$5,394,125",2004
Primoz Brezec,"$5,309,563",2004
Jamaal Tinsley,"$5,128,689",2004
Tony Parker,"$5,062,500",2004
Chris Jefferies,"$5,000,600",2004
Ndudi Ebi,"$5,000,600",2004
Dan Dickau,"$5,000,600",2004
Maciej Lampe,"$5,000,600",2004
Robert Traylor,"$5,000,600",2004
Kendrick Perkins,"$5,000,000",2004
John Wallace,"$5,000,000",2004
Anthony Johnson,"$5,000,000",2004
Darvin Ham,"$5,000,000",2004
Rick Brunson,"$5,000,000",2004
Jacque Vaughn,"$4,917,000",2004
Leandro Barbosa,"$4,917,000",2004
Carlos Arroyo,"$4,917,000",2004
Brian Scalabrine,"$4,917,000",2004
Josh Howard,"$4,917,000",2004
Anthony Carter,"$4,917,000",2004
Vladimir Stepania,"$4,916,250",2004
Shammond Williams,"$4,734,797",2004
Damon Jones,"$4,700,000",2004
Adrian Griffin,"$4,605,196",2004
Mark Pope,"$4,592,418",2004
Bruno Sundov,"$4,546,000",2004
Eddie House,"$4,500,000",2004
Reggie Evans,"$4,500,000",2004
Doug Overton,"$4,500,000",2004
Raja Bell,"$4,480,000",2004
Milt Palacio,"$4,418,156",2004
Amal McCaskill,"$4,402,500",2004
Ansu Sesay,"$4,400,000",2004
Rafer Alston,"$4,400,000",2004
Scott Padgett,"$4,348,094",2004
Obinna Ekezie,"$4,290,000",2004
Oliver Miller,"$4,252,080",2004
Michael Ruffin,"$4,200,000",2004
Ruben Boumtje-Boumtje,"$4,147,560",2004
Donnell Harvey,"$4,130,701",2004
Mark Madsen,"$4,018,920",2004
Pepe Sanchez,"$4,000,000",2004
Brian Cardinal,"$4,000,000",2004
Jason Hart,"$4,000,000",2004
Jabari Smith Sr,"$3,960,000",2004
Trenton Hassell,"$3,900,000",2004
Loren Woods,"$3,900,000",2004
Bobby Simmons,"$3,804,360",2004
Jamison Brewer,"$3,726,994",2004
Mike Wilks,"$3,710,880",2004
Tremaine Fowlkes,"$3,650,000",2004
Jeff Trepagnier,"$3,600,000",2004
Chris Andersen,"$3,595,800",2004
Mike James,"$3,500,000",2004
Mengke Bateer,"$3,500,000",2004
Lonny Baxter,"$3,428,572",2004
Raul Lopez,"$3,380,457",2004
Dan Langhi,"$3,332,520",2004
Sean Marks,"$3,300,000",2004
Alton Ford,"$3,229,200",2004
Roger Mason,"$3,080,160",2004
Devin Brown,"$3,075,600",2004
Sam Clancy,"$3,017,266",2004
Robert Archibald,"$3,006,260",2004
Ronald Murray,"$3,004,560",2004
Dan Gadzuric,"$3,000,000",2004
Rasual Butler,"$3,000,000",2004
Jannero Pargo,"$3,000,000",2004
Jamal Sampson,"$3,000,000",2004
JR Bremer,"$3,000,000",2004
Carlos Boozer,"$3,000,000",2004
Tamar Slay,"$2,960,000",2004
Mikki Moore,"$2,956,250",2004
Zendon Hamilton,"$2,925,000",2004
Muggsy Bogues,"$2,925,000",2004
Steve Blake,"$2,925,000",2004
Maurice Williams,"$2,925,000",2004
Ben Handlogten,"$2,911,320",2004
Alex Garcia,"$2,809,494",2004
Darius Songaila,"$2,800,000",2004
Willie Green,"$2,800,000",2004
Kyle Korver,"$2,789,280",2004
Zaza Pachulia,"$2,720,760",2004
Keith Bogans,"$2,643,750",2004
Richie Frahm,"$2,640,000",2004
Keith McLeod,"$2,636,400",2004
Udonis Haslem,"$2,620,943",2004
Jerome Beasley,"$2,618,395",2004
Theron Smith,"$2,610,000",2004
Luke Walton,"$2,577,937",2004
Josh Moore,"$2,533,440",2004
James Jones,"$2,500,000",2004
Francisco Elson,"$2,500,000",2004
Marquis Daniels,"$2,500,000",2004
Jon Stefansson,"$2,500,000",2004
Jason Kapono,"$2,500,000",2004
Linton Johnson,"$2,475,000",2004
Brandon Hunter,"$2,471,280",2004
Travis Hansen,"$2,458,500",2004
Paul Grant,"$2,458,500",2004
Matt Carroll,"$2,400,000",2004
Kaniel Dickens,"$2,394,600",2004
Cherokee Parks,"$2,373,309",2004
Tyrone Hill,"$2,312,760",2004
Damone Brown,"$2,302,778",2004
Quincy Lewis,"$2,256,444",2004
Ben Davis,"$2,200,942",2004
Rodney Buford,"$2,200,000",2004
Tracy Murray,"$2,200,000",2004
Slavko Vranes,"$2,185,920",2004
Sean Lampley,"$2,168,193",2004
Shane Heal,"$2,120,000",2004
Torraye Braggs,"$2,118,840",2004
Britton Johnsen,"$2,102,840",2004
