Player,Salary,Year
John Crotty,"$1,308,000",1994
Tellis Frank,"$1,300,000",1994
Lloyd Daniels,"$1,300,000",1994
Tony Bennett,"$1,300,000",1994
Steve Scheffler,"$1,300,000",1994
Mitchell Butler,"$1,300,000",1994
Walter Bond,"$1,295,000",1994
Bryon Russell,"$1,288,000",1994
Chris Whitney,"$1,280,000",1994
Rod Higgins,"$1,275,000",1994
Randy Breuer,"$1,269,000",1994
Mike Peplowski,"$1,262,000",1994
Kevin Thompson,"$1,260,000",1994
Elliot Perry,"$1,258,000",1994
Joe Courtney,"$1,250,000",1994
Duane Cooper,"$1,244,000",1994
Michael Curry,"$1,244,000",1994
Brian Davis,"$1,240,000",1994
Trevor Wilson,"$1,228,000",1994
Antonio Harvey,"$1,225,000",1994
Kiki Vandeweghe,"$1,200,000",1994
Henry James,"$1,200,000",1994
Richard Petruska,"$1,200,000",1994
Eric Riley,"$1,200,000",1994
Josh Grant,"$1,200,000",1994
Darnell Mee,"$1,200,000",1994
Rodney Rogers,"$1,200,000",1994
Sedric Toney,"$1,200,000",1994
Pete Myers,"$1,200,000",1994
Bill Wennington,"$1,195,365",1994
Steve Kerr,"$1,186,000",1994
LeRon Ellis,"$1,160,000",1994
David Wesley,"$1,150,000",1994
Matt Wenstrom,"$1,150,000",1994
Chris Corchiani,"$1,128,000",1994
Ennis Whatley,"$1,120,000",1994
Eddie Lee Wilkins,"$1,120,000",1994
Roy Tarpley,"$1,112,000",1994
Darren Morningstar,"$1,110,000",1994
Tracy Moore,"$1,100,000",1994
