Player,Salary,Year
Kenny Williams,"$1,100,000",1992
Matt Bullard,"$1,100,000",1992
Ian Lockhart,"$1,100,000",1992
Marcus Liberty,"$1,075,000",1992
Grant Long,"$1,063,000",1992
Haywoode Workman,"$1,055,000",1992
David Wingate,"$1,050,000",1992
Andy Toolson,"$1,050,000",1992
Cedric Ceballos,"$1,050,000",1992
Mark Hughes,"$1,033,000",1992
Kelvin Upshaw,"$1,025,000",1992
John Shasky,"$1,025,000",1992
Delaney Rudd,"$1,020,000",1992
David Benoit,"$1,006,000",1992
Jim Paxson,"$1,000,000",1992
Rodney Monroe,"$1,000,000",1992
Bimbo Coles,"$1,000,000",1992
Randy Brown,"$1,000,000",1992
Anthony Mason,"$1,000,000",1992
Alan Ogg,"$1,000,000",1992
Keith Askins,"$1,000,000",1992
Tony Massenburg,"$997,000",1992
Tom Garrick,"$990,000",1992
Myron Brown,"$975,000",1992
Jimmy Oliver,"$970,000",1992
Mike Iuzzolino,"$957,000",1992
LeRon Ellis,"$950,000",1992
Mark Randall,"$950,000",1992
Greg Sutton,"$950,000",1992
Jawann Oldham,"$950,000",1992
Tom Copa,"$950,000",1992
Lamont Strothers,"$943,000",1992
Doug Lee,"$942,000",1992
Vincent Askew,"$940,000",1992
Dave Feitl,"$936,000",1992
Larry Stewart,"$933,000",1992
Andre Turner,"$928,000",1992
Isaac Austin,"$925,000",1992
Corey Crowder,"$925,000",1992
Morlon Wiley,"$922,000",1992
Donald Royal,"$906,000",1992
Robert Pack,"$900,000",1992
Ennis Whatley,"$900,000",1992
Tharon Mayes,"$900,000",1992
Robert Reid,"$880,000",1992
Derek Strong,"$875,000",1992
Marty Conlon,"$865,000",1992
Bart Kofoed,"$860,000",1992
Patrick Eddie,"$855,000",1992
Bobby Phills,"$850,000",1992
Keith Owens,"$850,000",1992
Tony Brown,"$840,000",1992
Lanard Copeland,"$825,000",1992
Elliot Perry,"$825,000",1992
Sean Green,"$820,000",1992
Mario Elie,"$813,000",1992
Charles Thomas,"$805,000",1992
Bob McCann,"$795,000",1992
Donald Hodge,"$791,000",1992
Darnell Valentine,"$780,000",1992
Anthony Frederick,"$777,000",1992
A.J. Wynder,"$775,000",1992
Gary Leonard,"$775,000",1992
Rory Sparrow,"$763,000",1992
Paul Graham,"$760,000",1992
Kennard Winchester,"$760,000",1992
Chuck Nevitt,"$760,000",1992
