Player,Salary,Year
Scott Brooks,"$2,048,000",1997
Eric Leckner,"$2,023,000",1997
Chris Jent,"$2,000,000",1997
Dean Garrett,"$2,000,000",1997
David Wood,"$2,000,000",1997
Tony Farmer,"$2,000,000",1997
Voshon Lenard,"$1,950,000",1997
Mark Strickland,"$1,917,000",1997
Isaac Austin,"$1,913,000",1997
Rich Manning,"$1,905,000",1997
Doug Edwards,"$1,900,000",1997
Rumeal Robinson,"$1,892,000",1997
Byron Scott,"$1,875,000",1997
Jerome Kersey,"$1,830,000",1997
Kevin Duckworth,"$1,808,000",1997
Jerome Allen,"$1,800,000",1997
Brent Scott,"$1,800,000",1997
Tracy Moore,"$1,785,000",1997
Charles Jones,"$1,780,000",1997
Sam Mack,"$1,775,000",1997
Othella Harrington,"$1,760,000",1997
Matt Maloney,"$1,752,000",1997
Matt Bullard,"$1,750,000",1997
Mike Peplowski,"$1,732,000",1997
Lou Roe,"$1,715,000",1997
Litterial Green,"$1,703,000",1997
LaSalle Thompson,"$1,700,000",1997
Keith Jennings,"$1,700,000",1997
Greg Dreiling,"$1,695,000",1997
Fred Roberts,"$1,666,000",1997
Oliver Miller,"$1,636,000",1997
Carl Thomas,"$1,620,000",1997
Tony Smith,"$1,600,000",1997
Tony Massenburg,"$1,600,000",1997
Willie Burton,"$1,581,000",1997
Ivano Newbill,"$1,575,000",1997
Donnie Boyce,"$1,570,000",1997
Tyrone Corbin,"$1,562,000",1997
Eldridge Recasner,"$1,560,000",1997
Jon Barry,"$1,550,000",1997
Mark Hendrickson,"$1,547,000",1997
Shandon Anderson,"$1,544,000",1997
Donald Whiteside,"$1,540,000",1997
Marcus Brown,"$1,500,000",1997
Ben Davis,"$1,500,000",1997
Amal McCaskill,"$1,480,000",1997
Virginijus Praskevicius,"$1,473,000",1997
James Scott,"$1,450,000",1997
Chris Robinson,"$1,448,000",1997
Travis Knight,"$1,447,500",1997
Randy Livingston,"$1,417,000",1997
Emanual Davis,"$1,400,000",1997
Ray Owes,"$1,400,000",1997
Marcus Mann,"$1,363,000",1997
Darvin Ham,"$1,356,000",1997
Erick Strickland,"$1,355,000",1997
Reggie Geary,"$1,355,000",1997
Carlos Strong,"$1,332,300",1997
Malik Rose,"$1,330,000",1997
Steve Hamer,"$1,312,000",1997
Brett Szabo,"$1,303,000",1997
John Long,"$1,300,000",1997
Earl Cureton,"$1,300,000",1997
Kenny Smith,"$1,295,000",1997
Lloyd Daniels,"$1,293,000",1997
Stephen Howard,"$1,280,000",1997
Henry James,"$1,246,000",1997
Aaron Williams,"$1,238,000",1997
Robert Werdann,"$1,235,000",1997
