Player,Salary,Year
Hakim Warrick,"$7,250,000",2006
Jameer Nelson,"$7,200,000",2006
Boris Diaw,"$7,175,000",2006
Julius Hodge,"$7,000,000",2006
Pavel Podkolzin,"$6,957,500",2006
Nick Van Exel,"$6,940,000",2006
Stacey Augmon,"$6,880,000",2006
Bo Outlaw,"$6,875,000",2006
Ervin Johnson,"$6,842,105",2006
Gary Payton,"$6,750,000",2006
Bryon Russell,"$6,720,000",2006
Darrell Armstrong,"$6,666,667",2006
Alan Henderson,"$6,620,063",2006
Zoran Planinic,"$6,620,062",2006
Nate Robinson,"$6,500,000",2006
Reggie Evans,"$6,480,000",2006
Jason Kapono,"$6,388,500",2006
Matt Carroll,"$6,353,200",2006
Viktor Khryapa,"$6,353,200",2006
Jacque Vaughn,"$6,353,200",2006
Travis Outlaw,"$6,353,200",2006
Jarrett Jack,"$6,300,000",2006
Brian Cook,"$6,274,937",2006
Walter McCarty,"$6,207,670",2006
Rick Brunson,"$6,008,750",2006
Mikki Moore,"$6,000,000",2006
Francisco Garcia,"$6,000,000",2006
Sergey Monya,"$5,926,984",2006
Nenad Krstic,"$5,909,800",2006
Delonte West,"$5,909,800",2006
Steve Blake,"$5,900,400",2006
John Edwards,"$5,900,400",2006
Luther Head,"$5,900,400",2006
Carlos Delfino,"$5,610,000",2006
Tony Allen,"$5,594,906",2006
Ndudi Ebi,"$5,515,875",2006
Darrick Martin,"$5,500,000",2006
Kevin Martin,"$5,500,000",2006
Johan Petro,"$5,484,375",2006
Kendrick Perkins,"$5,444,444",2006
Leandro Barbosa,"$5,400,000",2006
Josh Howard,"$5,393,300",2006
Sasha Vujacic,"$5,393,300",2006
Jason Maxiell,"$5,393,300",2006
Beno Udrih,"$5,393,300",2006
Anthony Carter,"$5,393,300",2006
Ryan Bowen,"$5,393,300",2006
Maciej Lampe,"$5,253,000",2006
David Harrison,"$5,200,000",2006
Ronald Murray,"$5,138,500",2006
Jannero Pargo,"$5,070,000",2006
Didier Ilunga-Mbenga,"$5,020,000",2006
Linas Kleiza,"$5,000,600",2006
Keith Bogans,"$5,000,000",2006
Wayne Simien,"$5,000,000",2006
Anderson Varejao,"$5,000,000",2006
David Lee,"$5,000,000",2006
Sean Marks,"$5,000,000",2006
Eddie House,"$5,000,000",2006
Lee Nailon,"$5,000,000",2006
Terence Morris,"$5,000,000",2006
DerMarr Johnson,"$5,000,000",2006
Eddie Gill,"$4,950,000",2006
Michael Bradley,"$4,903,000",2006
Loren Woods,"$4,799,108",2006
Charles Smith,"$4,750,000",2006
Adrian Griffin,"$4,691,390",2006
Pat Burke,"$4,621,800",2006
Nikoloz Tskitishvili,"$4,600,000",2006
Smush Parker,"$4,550,000",2006
Laron Profit,"$4,550,000",2006
Lonny Baxter,"$4,506,261",2006
Mike Wilks,"$4,500,000",2006
Jamal Sampson,"$4,500,000",2006
Ronald Dupree,"$4,493,160",2006
Richie Frahm,"$4,400,000",2006
Francisco Elson,"$4,350,000",2006
Linton Johnson,"$4,340,520",2006
Quinton Ross,"$4,250,000",2006
Matt Barnes,"$4,200,000",2006
Romain Sato,"$4,190,476",2006
Trevor Ariza,"$4,135,200",2006
Jackson Vroman,"$4,065,811",2006
Mario Kasun,"$4,020,120",2006
Lionel Chalmers,"$4,000,000",2006
Salim Stoudamire,"$4,000,000",2006
Peter John Ramos,"$4,000,000",2006
Awvee Storey,"$4,000,000",2006
Pape Sow,"$4,000,000",2006
Ha Seung-Jin,"$3,938,000",2006
Charlie Bell,"$3,883,560",2006
Andre Emmett,"$3,850,000",2006
Antonio Burks,"$3,792,817",2006
Bernard Robinson,"$3,750,000",2006
Justin Reed,"$3,713,640",2006
Royal Ivey,"$3,711,400",2006
Donta Smith,"$3,656,250",2006
James Singleton,"$3,630,363",2006
Qyntel Woods,"$3,610,200",2006
Louis Williams,"$3,600,000",2006
Daniel Ewing,"$3,595,926",2006
Monta Ellis,"$3,590,000",2006
Ryan Gomes,"$3,520,000",2006
Chris Taft,"$3,520,000",2006
Donell Taylor,"$3,500,000",2006
Andray Blatche,"$3,500,000",2006
Andre Owens,"$3,500,000",2006
Robert Whaley,"$3,500,000",2006
CJ Miles,"$3,487,400",2006
Ronnie Price,"$3,410,000",2006
Dijon Thompson,"$3,400,000",2006
Shavlik Randolph,"$3,375,000",2006
Travis Diener,"$3,375,000",2006
Jackie Butler,"$3,375,000",2006
Brandon Bass,"$3,375,000",2006
Dwayne Jones,"$3,348,000",2006
Bracey Wright,"$3,320,000",2006
Ersan Ilyasova,"$3,254,880",2006
Earl Barron,"$3,231,250",2006
Lawrence Roberts,"$3,200,000",2006
Anthony Roberson,"$3,166,155",2006
Devin Green,"$3,144,240",2006
Von Wafer,"$3,100,000",2006
Boniface N'Dong,"$3,039,889",2006
Amir Johnson,"$3,031,920",2006
Alex Acker,"$3,000,000",2006
Rawle Marshall,"$3,000,000",2006
Josh Powell,"$3,000,000",2006
Martynas Andriuskevicius,"$3,000,000",2006
Eddie Basden,"$3,000,000",2006
Kevin Burleson,"$2,950,200",2006
Alan Anderson,"$2,950,200",2006
Orien Greene,"$2,947,440",2006
Esteban Batista,"$2,900,000",2006
Samaki Walker,"$2,847,360",2006
Gerald Fitch,"$2,812,239",2006
Zendon Hamilton,"$2,800,000",2006
Mateen Cleaves,"$2,800,000",2006
John Thomas,"$2,775,000",2006
Jared Reiner,"$2,753,760",2006
Josh Davis,"$2,750,000",2006
Dion Glover,"$2,750,000",2006
Aaron Miles,"$2,750,000",2006
Sean Banks,"$2,677,200",2006
James Thomas,"$2,640,000",2006
Sharrod Ford,"$2,640,000",2006
Deng Gai,"$2,589,023",2006
Anthony Goldwire,"$2,586,207",2006
Randy Holcomb,"$2,586,120",2006
Stephen Graham,"$2,513,880",2006
Matt Walsh,"$2,500,000",2006
Ben Handlogten,"$2,500,000",2006
John Lucas,"$2,500,000",2006
Kaniel Dickens,"$2,500,000",2006
Melvin Sanders,"$2,500,000",2006
